Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates in %,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,2,0.2,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,27,0.024691358,0.0,Dec,4,2,1,2,New_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,June,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,29,0.072413793,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
4,17.5,3,171.0,6,0.03,0.0,Nov,1,2,1,8,New_Visitor,True,False
0,0.0,0,0.0,30,0.02,0.0,Jul,2,5,1,3,Returning_Visitor,False,False
1,14.0,0,0.0,64,0.034338624,0.0,May,2,4,4,2,Returning_Visitor,False,False
7,53.25,0,0.0,42,0.006521739,0.0,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.066666667,0.0,Mar,2,5,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,20,0.026315789,0.0,Sep,3,2,1,1,Returning_Visitor,False,False
4,120.9,0,0.0,7,0.02962963,0.0,Aug,2,2,7,2,Returning_Visitor,False,False
3,117.85,0,0.0,9,0.028571429,29.4620883,Aug,4,1,1,1,Returning_Visitor,False,False
4,45.4,0,0.0,14,0.010526316,0.0,Jul,2,2,1,5,New_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.066666667,0.0,Mar,3,2,6,2,Returning_Visitor,True,False
1,5.5,3,169.2,14,0.022222222,50.18313917,Jul,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,4,0.05,0.0,Feb,2,6,1,3,Returning_Visitor,False,False
3,98.5,0,0.0,27,0.042261905,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,36,0.007058824,81.02729581,Nov,2,4,1,8,New_Visitor,False,True
0,0.0,1,5.0,66,0.022177156,0.0,May,2,6,1,4,Returning_Visitor,False,False
11,162.75,3,67.5,80,0.017778905,4.289678861,Nov,2,2,3,2,Returning_Visitor,False,True
5,159.0,0,0.0,17,0.027272727,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.025,0.0,Nov,2,2,6,6,Other,False,False
5,68.01428571,1,21.2,63,0.009068627,0.0,Aug,2,2,2,2,Returning_Visitor,False,False
2,29.5,0,0.0,36,0.035585586,0.0,Dec,2,4,9,2,Returning_Visitor,True,False
1,17.2,0,0.0,11,0.027272727,0.0,Nov,2,2,4,13,Returning_Visitor,False,False
1,78.0,0,0.0,2,0.066666667,0.0,Nov,4,2,6,8,New_Visitor,False,False
1,4.0,0,0.0,15,0.002040816,69.7132141,Nov,8,13,9,20,Other,False,False
0,0.0,0,0.0,2,0.05,0.0,May,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,18,0.027777778,0.0,Oct,3,2,1,2,Returning_Visitor,False,False
3,67.4,2,16.2,8,0.041666667,15.82044157,Nov,3,2,1,20,Returning_Visitor,False,True
1,54.5,0,0.0,35,0.021296296,9.458902094,Dec,2,2,3,10,Returning_Visitor,True,False
6,40.16666667,0,0.0,41,0.073412698,0.0,May,2,2,6,4,Returning_Visitor,False,False
10,363.3333333,0,0.0,59,0.011431235,54.65714872,May,1,5,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.013333333,52.17313647,Oct,2,2,1,3,Returning_Visitor,True,True
0,0.0,0,0.0,2,0.1,0.0,May,2,2,2,4,Returning_Visitor,False,False
23,322.9416667,0,0.0,62,0.019685462,7.311892217,Nov,2,2,1,10,Returning_Visitor,True,False
0,0.0,0,0.0,7,0.071428571,0.0,Nov,2,2,2,3,Returning_Visitor,False,False
3,86.0,0,0.0,22,0.027272727,0.0,Mar,3,2,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.2,0.0,May,3,2,3,3,Returning_Visitor,False,False
6,52.7,0,0.0,88,0.005128205,0.0,June,2,5,1,2,Returning_Visitor,True,False
1,20.0,0,0.0,283,0.023041703,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
1,9.0,0,0.0,49,0.064,0.0,May,3,2,1,4,Returning_Visitor,True,False
6,158.6704505,1,430.2,146,0.00935218,6.711290592,Nov,2,10,7,2,Returning_Visitor,False,True
4,103.0,0,0.0,13,0.030612245,0.0,Mar,3,2,1,11,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.186666667,0.0,Nov,3,2,6,1,Returning_Visitor,False,False
1,15.0,0,0.0,19,0.022222222,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,21,0.010526316,16.1585582,Nov,1,1,3,8,Returning_Visitor,False,True
7,131.08,1,124.9,159,0.008667383,6.047203519,Jul,2,10,2,2,Returning_Visitor,False,False
7,238.4666667,7,300.9,33,0.040415616,8.08269,May,2,1,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Mar,3,2,3,9,Returning_Visitor,True,False
2,7.0,0,0.0,10,0.11,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.2,0.0,Mar,3,2,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.04,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
4,54.93333333,0,0.0,35,0.005952381,28.32886648,Jul,2,2,7,2,Returning_Visitor,False,False
7,598.0,3,144.5,83,0.039305682,0.0,May,2,2,1,2,Returning_Visitor,False,False
2,34.4,0,0.0,18,0.059166667,0.0,Jul,2,2,6,1,Returning_Visitor,False,False
1,21.2,0,0.0,21,0.004545455,0.0,Oct,2,4,9,4,New_Visitor,False,False
0,0.0,0,0.0,25,0.029333333,0.0,Sep,3,2,3,4,Returning_Visitor,True,False
10,259.1666667,0,0.0,46,0.031768707,9.001857143,May,1,1,3,4,Returning_Visitor,False,False
5,75.66349206,0,0.0,4,0.056481481,0.0,Oct,2,5,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,40,0.016666667,0.0,Mar,1,1,2,2,Returning_Visitor,False,False
3,52.0,0,0.0,56,0.025292398,13.11733918,May,2,2,1,14,Returning_Visitor,False,True
6,183.25,2,80.5,60,0.020858475,0.0,Nov,3,12,1,6,Returning_Visitor,True,True
1,15.0,0,0.0,29,0.046190476,0.0,May,2,4,7,3,Returning_Visitor,False,False
4,59.0,0,0.0,8,0.008333333,0.0,May,4,2,1,6,Returning_Visitor,False,False
5,176.68,3,249.8,23,0.019047619,9.352780048,Oct,1,1,4,3,Returning_Visitor,False,True
0,0.0,0,0.0,13,0.003636364,11.988,May,1,8,1,11,New_Visitor,True,True
0,0.0,0,0.0,7,0.011111111,0.0,Mar,3,2,6,1,Returning_Visitor,False,False
8,152.3333333,0,0.0,25,0.005,0.0,May,2,2,4,3,Returning_Visitor,False,False
14,88.19047619,5,218.65,168,0.018670927,11.71746761,Jul,2,2,3,1,Returning_Visitor,False,False
2,59.83333333,0,0.0,70,0.006428571,11.28411429,May,2,2,3,1,Returning_Visitor,False,True
0,0.0,1,273.0,22,0.020289855,0.0,Dec,2,2,6,2,New_Visitor,False,True
0,0.0,2,13.0,45,0.041884498,0.0,Dec,2,10,1,1,Returning_Visitor,True,False
1,0.0,2,23.75,193,0.021157516,0.0,Nov,2,2,7,2,Returning_Visitor,True,True
7,340.6111111,2,129.0,57,0.015180847,8.052616667,May,2,2,1,2,Returning_Visitor,False,False
4,143.0,1,20.5,10,0.015384615,64.6,Mar,1,1,7,8,Returning_Visitor,False,True
6,90.41666667,0,0.0,5,0.02,0.0,Dec,1,2,6,8,New_Visitor,False,False
1,23.2,0,0.0,4,0.02,0.0,Oct,2,4,2,1,New_Visitor,False,True
0,0.0,0,0.0,14,0.028571429,0.0,Feb,2,2,1,1,Returning_Visitor,False,False
2,31.1,3,31.2,18,0.048115942,8.611221424,June,2,5,3,20,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
0,0.0,0,0.0,68,0.023681592,0.0,Nov,3,2,5,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Mar,1,1,2,1,Returning_Visitor,False,False
4,712.0,0,0.0,77,0.00982906,0.0,Nov,2,2,2,8,New_Visitor,False,True
6,316.0,0,0.0,69,0.027698413,0.0,Nov,2,5,1,1,Returning_Visitor,False,False
1,0.0,0,0.0,7,0.028571429,0.0,May,3,2,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,16,0.06875,0.0,May,2,2,2,1,Returning_Visitor,False,False
1,0.0,0,0.0,31,0.05,0.0,May,2,2,6,3,Returning_Visitor,False,False
7,222.8166667,1,0.0,22,0.019230769,16.98117776,Nov,2,2,2,10,Returning_Visitor,True,False
3,793.75,1,0.0,65,0.019935588,0.0,Nov,1,1,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.090909091,0.0,May,1,1,1,3,Returning_Visitor,False,False
8,225.4166667,0,0.0,44,0.030129179,0.0,Dec,3,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,45,0.024444444,0.0,June,4,2,3,1,Returning_Visitor,False,False
3,34.0,1,14.0,89,0.003296703,0.0,May,1,2,7,3,Returning_Visitor,True,False
0,0.0,0,0.0,53,0.06394752,0.0,May,3,2,1,3,Returning_Visitor,False,False
3,281.9166667,2,6.0,83,0.033978772,0.0,Nov,2,2,3,2,Returning_Visitor,True,True
0,0.0,0,0.0,13,0.027272727,0.0,Dec,2,2,5,2,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.046296296,0.0,Feb,2,4,5,2,Returning_Visitor,False,False
0,0.0,0,0.0,27,0.032193939,0.0,Nov,3,2,1,11,New_Visitor,True,False
3,42.33333333,0,0.0,64,0.020580808,6.221045455,May,2,2,2,4,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,Nov,3,2,1,1,Other,True,False
0,0.0,0,0.0,15,0.026666667,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Dec,8,13,9,20,Other,False,False
0,0.0,0,0.0,5,0.08,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,27,0.022222222,0.0,Mar,2,4,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.2,0.0,May,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.15,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
15,176.489011,1,32.75,95,0.017745098,0.0,Nov,3,2,3,10,Returning_Visitor,True,True
2,21.75,0,0.0,6,0.044444444,0.0,Dec,3,2,4,20,Returning_Visitor,False,False
10,183.75,1,15.0,70,0.025308642,8.488518519,May,4,1,4,3,Returning_Visitor,True,False
1,4.0,2,102.0,31,0.031531532,8.708324324,Mar,2,2,3,13,Returning_Visitor,True,False
10,295.6940559,0,0.0,29,0.001481481,34.99166667,May,2,2,5,4,Returning_Visitor,True,True
0,0.0,0,0.0,6,0.066666667,0.0,Mar,2,2,2,3,Returning_Visitor,True,False
0,0.0,0,0.0,17,0.014705882,0.0,Mar,1,1,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
3,49.4,0,0.0,176,0.011516854,20.44064077,Aug,2,4,9,4,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.066666667,0.0,Nov,2,2,8,6,Returning_Visitor,False,False
7,81.25,0,0.0,37,0.015338753,39.03580426,Mar,2,4,1,2,Returning_Visitor,False,False
3,73.2,5,124.2666667,10,0.0025,0.0,Sep,2,2,5,1,New_Visitor,False,False
7,119.5666667,0,0.0,25,0.033333333,0.0,Nov,1,1,1,8,Returning_Visitor,False,False
0,0.0,0,0.0,24,0.038095238,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.037037037,0.0,May,2,2,2,7,Returning_Visitor,False,False
2,45.0,2,31.0,47,0.023288614,0.0,May,3,3,8,4,Returning_Visitor,False,False
8,57.83333333,1,3.0,115,0.029541047,0.0,May,3,2,2,6,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Feb,1,1,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,19,0.035087719,0.0,Dec,1,2,4,2,Returning_Visitor,False,False
7,154.9333333,0,0.0,31,0.052020202,5.316109207,Jul,1,1,3,1,Returning_Visitor,False,False
2,46.3,0,0.0,2,0.05,0.0,Oct,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.023333333,0.0,Nov,2,5,7,3,Returning_Visitor,True,False
0,0.0,1,0.0,50,0.015686275,0.0,May,3,2,6,4,Returning_Visitor,True,False
0,0.0,1,33.75,72,0.014851055,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
4,226.0,0,0.0,81,0.010714286,5.312300227,Nov,2,2,1,2,Returning_Visitor,False,True
9,222.5,2,46.66666667,20,0.017977208,16.1728,Mar,2,2,3,2,Returning_Visitor,False,True
4,52.0,0,0.0,16,0.010526316,0.0,May,2,2,1,16,New_Visitor,False,False
0,0.0,0,0.0,5,0.12,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
1,78.6,0,0.0,5,0.0,0.0,Sep,2,2,1,4,New_Visitor,False,False
1,18.2,0,0.0,17,0.003703704,0.0,Nov,2,10,1,2,Returning_Visitor,False,False
1,10.0,0,0.0,11,0.011688312,0.0,May,1,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,1,1,4,3,Returning_Visitor,False,False
1,57.4,0,0.0,6,0.014285714,0.0,June,1,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.054166667,0.0,May,3,2,6,4,Returning_Visitor,True,False
0,0.0,0,0.0,8,0.090625,0.0,Dec,1,1,6,2,Returning_Visitor,True,False
0,0.0,1,57.0,5,0.05,0.0,Mar,2,2,3,6,Returning_Visitor,False,False
4,66.83333333,0,0.0,125,0.022299824,0.0,Nov,2,5,3,1,Returning_Visitor,False,True
9,179.3785714,0,0.0,8,0.0025,0.0,Sep,2,2,1,5,New_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Nov,1,8,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,21,0.00952381,14.14084367,Nov,1,8,2,6,New_Visitor,True,True
2,58.4,0,0.0,5,0.033333333,0.0,Oct,3,2,3,6,Returning_Visitor,False,True
0,0.0,0,0.0,18,0.033333333,0.0,Nov,4,1,3,1,Returning_Visitor,False,False
2,24.5,1,710.0,66,0.018141923,0.0,Mar,3,2,2,2,Returning_Visitor,False,False
3,61.4,1,0.0,19,0.056818182,8.330574815,Aug,1,1,4,1,Returning_Visitor,False,True
1,3.0,0,0.0,26,0.036111111,17.5455,May,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,0.05,0.0,Mar,3,3,1,9,Returning_Visitor,True,False
5,97.0,0,0.0,53,0.002515723,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,28,0.007407407,0.0,Dec,2,4,3,10,New_Visitor,False,False
4,46.4,0,0.0,5,0.014285714,0.0,Oct,2,2,4,4,New_Visitor,False,False
0,0.0,0,0.0,20,0.03,0.0,Dec,2,2,3,2,New_Visitor,False,False
5,81.66666667,0,0.0,43,0.009761905,0.0,May,2,2,5,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.133333333,0.0,May,2,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.009090909,0.0,Nov,3,2,5,2,New_Visitor,False,False
0,0.0,0,0.0,13,0.06025641,0.0,Dec,1,1,7,2,Returning_Visitor,False,False
3,55.05,0,0.0,18,0.018636364,20.08902391,Nov,2,6,5,1,Returning_Visitor,False,True
4,133.8,0,0.0,10,0.063095238,0.0,Jul,1,8,7,1,Returning_Visitor,False,False
1,0.0,0,0.0,18,0.0625,0.0,May,3,2,4,4,Returning_Visitor,True,False
0,0.0,0,0.0,26,0.031388889,0.0,May,4,1,4,6,Returning_Visitor,True,False
5,41.7,1,114.0,401,0.020148947,3.546315545,Nov,2,2,4,1,Returning_Visitor,False,True
0,0.0,0,0.0,16,0.00625,0.0,Mar,2,4,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.075,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
1,14.2,1,26.2,3,0.04,0.0,Nov,6,2,9,2,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.028571429,0.0,Mar,4,1,3,2,Returning_Visitor,False,False
1,65.5,0,0.0,2,0.066666667,0.0,Nov,4,2,1,8,New_Visitor,True,False
1,0.0,3,92.5,9,0.018181818,58.16727273,May,1,1,1,5,New_Visitor,False,True
1,19.2,0,0.0,11,0.0,0.0,Jul,2,2,6,13,Returning_Visitor,False,False
6,595.1,3,1439.0,19,0.016666667,0.0,May,1,1,8,2,Returning_Visitor,False,False
4,140.0666667,0,0.0,74,0.042311111,0.93770521,Jul,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,30,0.071666667,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,25,0.008333333,0.0,Sep,2,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.116666667,0.0,May,3,2,3,13,Returning_Visitor,False,False
3,56.0,0,0.0,61,0.025778523,0.0,Nov,1,1,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,16,0.0125,0.0,Nov,2,5,3,3,Returning_Visitor,True,False
2,10.0,1,57.0,99,0.010869841,8.926598571,May,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,10,0.02,0.0,Nov,2,2,1,2,New_Visitor,False,False
0,0.0,1,132.0,8,0.014285714,0.0,Mar,3,2,4,14,Returning_Visitor,True,False
0,0.0,0,0.0,4,0.05,0.0,Aug,1,1,1,3,New_Visitor,False,False
6,322.35,0,0.0,33,0.009714286,39.42556512,Jul,2,2,1,1,Returning_Visitor,False,True
0,0.0,0,0.0,14,0.015384615,23.388,May,2,2,3,1,Returning_Visitor,True,True
1,120.0,1,85.0,33,0.005714286,0.0,May,2,2,5,2,New_Visitor,False,False
0,0.0,0,0.0,18,0.023529412,28.52788235,May,3,7,3,4,Returning_Visitor,False,False
3,100.0,0,0.0,27,0.027555556,0.0,Nov,3,2,3,11,Returning_Visitor,False,False
2,26.5,0,0.0,0,0.1,0.0,Dec,2,2,3,8,New_Visitor,False,False
0,0.0,0,0.0,3,0.1,0.0,May,2,2,1,1,Returning_Visitor,True,False
0,0.0,4,14.0,8,0.047222222,0.0,Nov,3,2,7,2,Returning_Visitor,False,True
2,135.0,0,0.0,53,0.025787879,0.0,May,2,2,1,6,Returning_Visitor,True,False
0,0.0,0,0.0,28,0.022857143,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.15,0.0,May,2,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.04,0.0,Dec,2,5,1,2,New_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Feb,2,4,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.028571429,0.0,Nov,2,2,4,8,Returning_Visitor,False,False
1,2.0,0,0.0,16,0.013333333,0.0,Dec,3,2,8,8,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.122222222,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.05,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,0.0,1,929.0,75,0.017324561,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.1625,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,26,0.022435897,0.0,Dec,4,2,1,8,Returning_Visitor,False,False
3,63.5,0,0.0,94,0.010752688,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
2,15.5,0,0.0,28,0.006666667,0.0,Mar,2,2,1,2,New_Visitor,False,False
1,0.0,1,0.0,0,0.2,0.0,May,1,1,6,2,Returning_Visitor,False,False
5,710.3333333,0,0.0,23,0.007407407,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.022222222,0.0,Feb,2,5,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.045833333,0.0,Mar,1,1,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,17,0.01957672,14.49431487,Dec,2,2,7,2,Returning_Visitor,False,False
9,296.1166667,1,26.5,79,0.022687466,17.78922266,Nov,2,2,1,10,Returning_Visitor,False,True
1,0.0,0,0.0,7,0.05,0.0,Nov,4,2,3,20,Returning_Visitor,False,False
5,153.0,0,0.0,25,0.01875,19.23268976,Nov,1,1,6,4,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Dec,2,2,1,2,New_Visitor,False,False
4,143.8333333,0,0.0,43,0.021111111,0.0,Dec,2,5,3,2,Returning_Visitor,False,False
0,0.0,1,0.0,131,0.028754539,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,26,0.008,0.0,Jul,1,1,4,4,Returning_Visitor,False,False
2,107.0,0,0.0,14,0.108333333,0.0,May,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,57,0.018421053,0.0,May,2,2,3,13,Returning_Visitor,False,False
6,210.5,0,0.0,26,0.032758621,0.0,May,3,2,1,11,Returning_Visitor,True,False
9,181.8166667,0,0.0,9,0.015384615,0.0,Sep,1,1,7,4,Returning_Visitor,False,False
4,144.5,2,52.5,39,0.021138211,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Nov,3,2,2,1,Returning_Visitor,False,False
3,66.375,0,0.0,85,0.012754534,0.0,Dec,2,2,4,3,Returning_Visitor,False,False
0,0.0,2,40.0,12,0.078571429,0.0,May,2,6,7,13,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.04,0.0,Nov,2,2,7,13,Returning_Visitor,True,False
2,29.0,1,14.0,106,0.039827675,0.0,May,2,2,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.1,0.0,May,3,2,2,11,New_Visitor,False,False
3,49.125,0,0.0,19,0.015789474,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.064285714,0.0,May,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.048484848,0.0,Nov,3,2,8,10,Returning_Visitor,True,False
2,148.0,0,0.0,9,0.004545455,0.0,Mar,3,2,6,2,New_Visitor,True,False
0,0.0,0,0.0,4,0.05,14.53547145,Jul,2,6,3,5,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.028571429,14.1273698,Nov,1,2,4,8,New_Visitor,True,True
0,0.0,0,0.0,9,0.055555556,0.0,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Feb,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,19,0.003508772,0.0,May,1,1,9,3,Returning_Visitor,True,False
4,183.6,0,0.0,19,0.022222222,0.0,Nov,1,1,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,12,0.008333333,0.0,Dec,1,1,6,1,Returning_Visitor,False,False
3,60.16666667,0,0.0,14,0.028431373,0.0,June,2,2,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,16,0.01875,0.0,May,2,2,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.01,0.0,Dec,1,1,3,2,New_Visitor,False,False
0,0.0,0,0.0,21,0.041269841,0.0,May,2,10,7,4,Returning_Visitor,False,False
0,0.0,0,0.0,24,0.084722222,0.0,May,2,2,1,11,Returning_Visitor,True,False
5,72.5,0,0.0,35,0.023684211,102.4922188,Nov,2,2,2,1,Returning_Visitor,False,True
1,88.0,0,0.0,11,0.022222222,0.0,May,3,3,1,4,Returning_Visitor,False,False
15,309.6333333,2,45.8,50,0.004371585,40.77935433,Nov,2,2,4,2,Returning_Visitor,False,True
1,158.0,1,64.0,29,0.018709677,8.772473118,Mar,2,2,3,2,Returning_Visitor,True,True
1,45.4,0,0.0,60,0.009442743,0.0,Oct,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.0,0.0,Jul,1,1,1,2,Returning_Visitor,True,False
1,7.0,0,0.0,21,0.052631579,7.014753437,Nov,3,2,3,3,Returning_Visitor,False,True
0,0.0,0,0.0,3,0.125,0.0,May,3,2,1,13,Returning_Visitor,False,False
3,24.0,0,0.0,35,0.021621622,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
2,46.5,1,64.5,91,0.020476218,0.0,Nov,3,2,1,13,Returning_Visitor,True,True
3,105.0,0,0.0,34,0.003714286,14.75710476,May,1,1,1,3,Returning_Visitor,False,True
0,0.0,1,13.1,62,0.022246642,0.0,Aug,2,4,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.025,17.541,May,2,2,2,4,Returning_Visitor,True,True
0,0.0,0,0.0,30,0.073333333,0.0,May,2,2,7,6,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.04,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.022222222,25.7526389,Dec,1,1,2,2,New_Visitor,False,True
9,115.4,0,0.0,29,0.011342593,4.702065533,Jul,3,2,8,1,Returning_Visitor,True,False
6,277.1666667,2,900.5,24,0.003846154,0.0,May,2,4,4,2,New_Visitor,True,False
4,75.86666667,0,0.0,72,0.024774775,11.34860076,June,2,2,7,1,Returning_Visitor,False,False
7,139.5,0,0.0,30,0.012878788,0.0,Mar,1,2,3,2,New_Visitor,False,False
0,0.0,0,0.0,14,0.042857143,0.0,Mar,4,1,1,3,Returning_Visitor,False,False
1,11.5,0,0.0,10,0.011111111,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
6,143.1666667,0,0.0,50,0.010160428,13.60512012,Mar,2,2,1,2,Returning_Visitor,False,True
1,20.2,0,0.0,13,0.0,42.29306752,Jul,2,2,3,3,New_Visitor,False,False
2,36.5,0,0.0,47,0.029749907,0.0,Nov,1,1,1,3,Returning_Visitor,True,False
1,9.0,0,0.0,46,0.001794872,0.0,Feb,2,2,8,4,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.04,0.0,May,2,2,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.010884354,0.0,May,3,2,4,3,Returning_Visitor,False,False
5,41.0,1,9.307692308,49,0.025444444,0.0,May,2,2,6,3,Returning_Visitor,False,False
7,190.4375,0,0.0,60,0.0154654,2.627347196,Dec,3,2,8,10,Returning_Visitor,True,True
0,0.0,1,27.0,20,0.023809524,0.0,May,3,2,1,3,Returning_Visitor,False,False
3,151.0,0,0.0,21,0.010763889,0.0,Oct,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.1,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
4,112.0,0,0.0,39,0.027777778,0.0,May,2,5,2,4,Returning_Visitor,False,False
2,73.6,0,0.0,38,0.037398374,0.0,Nov,1,1,3,1,Returning_Visitor,False,False
8,192.4333333,2,53.4,45,0.00625,0.0,Sep,4,1,1,3,New_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,May,2,2,4,6,Returning_Visitor,True,False
0,0.0,0,0.0,3,0.2,0.0,Nov,2,7,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,May,2,2,3,1,Returning_Visitor,False,False
3,275.0,1,29.5,30,0.017760943,35.98106601,Mar,3,2,3,1,Returning_Visitor,True,True
4,103.5,0,0.0,28,0.011326165,0.0,May,1,1,1,4,Returning_Visitor,False,False
